0.035033327	-0.009755551	0.018701294	0.008006157	-0.016829804	-0.0066341637	-0.07694738	-0.063938215	0.049670186	-0.012178754	-0.011403558	0.082008906	0.010542621	-0.0036831314	-0.018885354	0.034098636
0.08749987	0.08795185	-0.09985585	-0.09371009	-0.14248961	-0.043333612	-0.20898661	-0.13462637	0.05148636	0.09320511	-0.11274705	0.13422093	-0.054933723	0.115357526	0.10223108	0.19082648
0.15385117	0.0872946	0.045282718	-0.13619043	-0.1790369	-0.0016713535	-0.20071357	-0.20558499	0.0447534	0.12759207	-0.04228964	0.20242842	0.0015149424	0.15086368	0.06460912	0.11611039
-0.40040928	-0.4286562	0.3922554	0.5300884	0.49694654	0.3444674	0.5577883	0.5970423	-0.28565675	-0.3771101	0.39231044	-0.5254323	0.34015772	-0.4665877	-0.32424375	-0.5031692
-0.028318733	-0.056658577	0.13102698	0.06569816	0.05124449	0.06360625	0.1027025	0.059202764	-0.085054405	-0.04463137	0.07616058	-0.021623796	0.094787635	-0.058827043	-0.090280995	-0.10289447
0.05106526	0.07064768	-0.090443045	-0.05078438	-0.11902087	-0.022191554	-0.078603275	-0.053278342	0.04574962	0.104276404	-0.1144307	0.07963228	-0.09485309	0.056081317	0.024578301	0.013271682
-0.37406424	-0.46201587	0.3761702	0.48443285	0.39534393	0.32975715	0.5028369	0.46965578	-0.2967724	-0.3652486	0.3193344	-0.41818026	0.27142432	-0.42510548	-0.3368954	-0.48255113
0.10292756	0.08677822	-0.009647102	-0.08478872	-0.049748696	-0.012106124	-0.087406754	-0.0147489505	0.07454683	0.07281272	-0.04147763	0.09442475	0.0068215197	0.012319081	0.021617584	0.020224081
-0.35026172	-0.3727205	0.37823457	0.41765493	0.37970442	0.32254297	0.5115288	0.5460356	-0.2590033	-0.40045992	0.33469987	-0.44984132	0.28059813	-0.42385492	-0.4120476	-0.48907024
-0.000932108	0.019009195	-0.0027752195	0.022174725	-0.018340006	0.069738165	0.022686059	0.03416725	-0.050745293	-0.06251063	0.06045434	-0.032802254	-0.007601627	-0.03935258	0.02178435	0.008082151
-0.44298097	-0.4121404	0.3284251	0.45411882	0.4452868	0.2953927	0.5056796	0.53189355	-0.26450837	-0.36039254	0.41965663	-0.45720223	0.31233463	-0.43082297	-0.3985284	-0.45237076
0.045918807	-0.04218922	0.044807825	0.015765432	0.02884804	0.046212472	-0.014786952	-0.03223705	-0.087976776	0.03817707	-0.011766006	0.026317611	0.04702935	-0.013122283	-0.03242048	0.057277665
-0.2023958	-0.2072201	0.09962759	0.23908117	0.2730584	0.16679631	0.35300013	0.30322543	-0.080738395	-0.2768049	0.18936884	-0.30906916	0.13248703	-0.27532485	-0.18824242	-0.32843813
0.35072216	0.43756148	-0.27504778	-0.4402308	-0.4920569	-0.2953382	-0.47094986	-0.4812594	0.23436588	0.3484435	-0.40473956	0.49918002	-0.2989988	0.40215808	0.34485662	0.4668114
